(1, 340, 0.1336306209562122)
(1, 406, 0.35355339059327373)
(1, 5113, 0.35355339059327373)
(1, 1534, 0.125)
(5, 954, 0.25)
(5, 1810, 0.25)
(7, 512, 0.09525793444156805)
(7, 1145, 0.10954451150103323)
(7, 1672, 0.1)
(7, 1701, 0.11785113019775793)
(7, 198, 0.12909944487358058)
(7, 724, 0.08333333333333333)
(7, 233, 0.14288690166235207)
(7, 754, 0.14433756729740646)
(7, 1803, 0.07216878364870323)
(7, 1360, 0.07216878364870323)
(7, 854, 0.06804138174397717)
(7, 856, 0.09128709291752768)
(7, 1104, 0.1876388374866284)
(8, 1910, 0.6363961030678927)
(9, 32, 0.45)
(9, 1270, 0.35355339059327373)
(11, 1203, 0.3265986323710905)
(11, 1256, 0.6000000000000001)
(11, 8149, 0.30000000000000004)
(16, 159, 0.20412414523193156)
(16401, 498, 0.1527525231651947)
(18, 1300, 0.2886751345948129)
(19, 32, 0.45)
(19, 1303, 0.6363961030678927)
(20, 4271, 0.4242640687119285)
(8215, 13888, 0.35355339059327373)
(26, 8533, 0.6363961030678927)
(26, 6760, 0.45)
(26, 5709, 0.6940220937885673)
(8219, 4113, 0.22360679774997896)
(8219, 3861, 0.2886751345948129)
(8219, 18229, 0.20412414523193156)
(8219, 10719, 0.5)
(8219, 610, 0.25)
(28, 14092, 0.2886751345948129)
(28, 4266, 0.24494897427831785)
(28, 2751, 0.2886751345948129)
(30, 1711, 0.6363961030678927)
(30, 72, 0.09704949588309458)
(30, 5609, 0.6363961030678927)
(31, 4871, 0.35355339059327373)
(31, 4874, 0.45)
(31, 1293, 0.35355339059327373)
(31, 5653, 0.25)
(31, 13754, 0.20412414523193156)
(31, 11087, 0.25)
(31, 6237, 0.25)
(31, 509, 0.25)
(31, 3188, 0.35355339059327373)
(31, 8149, 0.25)
(31, 1301, 0.35355339059327373)
(32, 9, 0.45)
(32, 1303, 0.6363961030678927)
(32, 19, 0.45)
(32, 5653, 0.31819805153394637)
(32, 13754, 0.2886751345948129)
(32, 193, 0.1837117307087384)
(32, 1098, 0.12001983962979583)
(32, 14285, 0.45)
(32, 3413, 0.38013155617496425)
(32, 59, 0.10910894511799621)
(32, 997, 0.22360679774997896)
(32, 238, 0.15075567228888181)
(32, 1270, 0.35355339059327373)
(32, 11897, 0.31819805153394637)
(15985, 14378, 0.5)
(15985, 868, 0.18090680674665818)
(36, 1410, 0.25)
(36, 4510, 0.45)
(36, 1104, 0.15000000000000002)
(36, 233, 0.22980970388562794)
(36, 757, 0.1336306209562122)
(37, 6237, 0.20412414523193156)
(37, 880, 0.16666666666666666)
(8230, 1062, 0.11180339887498948)
(8230, 53, 0.17677669529663687)
(8230, 16463, 0.45)
(8230, 8790, 0.25)
(8230, 599, 0.08111071056538127)
(8230, 610, 0.17677669529663687)
(8230, 5412, 0.35355339059327373)
(8230, 8068, 0.31819805153394637)
(8230, 433, 0.158113883008419)
(8230, 1013, 0.225)
(8230, 962, 0.18973665961010278)
(8230, 8676, 0.45)
(8232, 8201, 0.35355339059327373)
(8232, 18401, 0.35355339059327373)
(41, 6871, 0.35355339059327373)
(41, 1270, 0.35355339059327373)
(41, 18740, 0.5)
(16427, 14727, 0.35355339059327373)
(16427, 4286, 0.35355339059327373)
(44, 2691, 0.35355339059327373)
(45, 230, 0.11470786693528087)
(49, 631, 0.4242640687119285)
(49, 14511, 0.5)
(49, 6871, 0.35355339059327373)
(49, 1292, 0.5)
(50, 5581, 0.2886751345948129)
(51, 6150, 0.06546536707079773)
(51, 56, 0.04123930494211613)
(51, 59, 0.11904761904761905)
(51, 62, 0.13093073414159545)
(51, 67, 0.03711537444790452)
(51, 70, 0.08970852271450605)
(51, 72, 0.12978387349974574)
(51, 98, 0.16590301240125066)
(51, 99, 0.23421601750764798)
(51, 100, 0.12472191289246473)
(51, 2183, 0.07807200583588267)
(51, 157, 0.045501575519329006)
(51, 159, 0.08017837257372731)
(51, 166, 0.06598288790738581)
(51, 180, 0.10690449676496974)
(51, 182, 0.060075140918611075)
(51, 187, 0.10183501544346311)
(51, 190, 0.06172133998483677)
(51, 191, 0.07807200583588267)
(51, 192, 0.09897433186107871)
(51, 217, 0.06172133998483677)
(51, 221, 0.07807200583588267)
(51, 3109, 0.06299407883487121)
(51, 225, 0.07807200583588267)
(51, 227, 0.11975699017041917)
(51, 228, 0.08280786712108251)
(51, 229, 0.1091897366471101)
(51, 285, 0.06172133998483677)
(51, 10526, 0.17457431218879393)
(51, 288, 0.036469840431289854)
(51, 2346, 0.09258200997725516)
(51, 318, 0.04629100498862758)
(51, 328, 0.08247860988423227)
(51, 4444, 0.07807200583588267)
(51, 10625, 0.09258200997725516)
(51, 420, 0.07807200583588267)
(51, 2469, 0.2939873661036668)
(51, 429, 0.06172133998483677)
(51, 432, 0.06172133998483677)
(51, 434, 0.08728715609439697)
(51, 441, 0.046656947481584346)
(51, 450, 0.06546536707079773)
(51, 466, 0.03944053188733078)
(51, 2523, 0.087831006565368)
(51, 10728, 0.13093073414159545)
(51, 2552, 0.09258200997725516)
(51, 2554, 0.09819805060619659)
(51, 511, 0.14184162865339506)
(51, 2571, 0.058554004376912)
(51, 529, 0.054554472558998104)
(51, 533, 0.08229511997978235)
(51, 546, 0.056694670951384085)
(51, 6693, 0.17457431218879393)
(51, 6714, 0.10910894511799621)
(51, 2629, 0.06546536707079773)
(51, 599, 0.1401753288100925)
(51, 601, 0.11638287479252928)
(51, 612, 0.09759000729485333)
(51, 683, 0.11041048949477668)
(51, 704, 0.10690449676496974)
(51, 709, 0.1649572197684645)
(51, 715, 0.07126966450997983)
(51, 734, 0.08728715609439697)
(51, 735, 0.0484182026135042)
(51, 2855, 0.15118578920369088)
(51, 868, 0.11185178814316073)
(51, 875, 0.09258200997725516)
(51, 877, 0.1697336849583011)
(51, 900, 0.12344267996967354)
(51, 959, 0.11268723396380222)
(51, 3011, 0.07807200583588267)
(51, 993, 0.2316264096574345)
(51, 997, 0.058554004376912)
(51, 998, 0.09759000729485333)
(51, 1001, 0.06299407883487121)
(51, 1002, 0.11338934190276817)
(51, 1013, 0.1697336849583011)
(51, 1014, 0.09759000729485334)
(51, 1017, 0.1527525231651947)
(51, 1048, 0.117108008753824)
(51, 1062, 0.062105900340811884)
(51, 1066, 0.09258200997725516)
(51, 1073, 0.05345224838248487)
(51, 1079, 0.20059435495071948)
(51, 1090, 0.15735915849388865)
(51, 1098, 0.0380952380952381)
(51, 1122, 0.14253932901995967)
(51, 1132, 0.12344267996967354)
(51, 1151, 0.11041048949477668)
(51, 5260, 0.12598815766974242)
(51, 878, 0.12344267996967354)
(51, 1232, 0.10910894511799621)
(51, 3281, 0.07559289460184544)
(51, 1244, 0.13115784746777812)
(51, 1246, 0.060075140918611075)
(51, 1249, 0.11664236870396086)
(51, 3299, 0.1543033499620919)
(51, 6698, 0.13093073414159545)
(51, 1296, 0.09258200997725516)
(51, 1343, 0.13887301496588272)
(51, 3413, 0.087831006565368)
(51, 230, 0.04005009394574072)
(51, 3436, 0.10079052613579392)
(51, 1414, 0.06598288790738581)
(51, 1416, 0.08728715609439697)
(51, 1974, 0.15614401167176534)
(51, 5785, 0.058554004376912)
(51, 1718, 0.12344267996967354)
(51, 3768, 0.19518001458970669)
(51, 7880, 0.09258200997725516)
(51, 14052, 0.17457431218879393)
(51, 9969, 0.09258200997725516)
(51, 7927, 0.07807200583588267)
(51, 9980, 0.17457431218879393)
(51, 1814, 0.08728715609439697)
(51, 3918, 0.07715167498104596)
(51, 3920, 0.07715167498104596)
(51, 3921, 0.12344267996967354)
(51, 1882, 0.10910894511799621)
(51, 1883, 0.13662601021279466)
(51, 1884, 0.17457431218879393)
(51, 1885, 0.2897727626404076)
(51, 1889, 0.16035674514745463)
(51, 1891, 0.1527525231651947)
(51, 1892, 0.15144803708370716)
(51, 1895, 0.09759000729485333)
(51, 1898, 0.07559289460184544)
(51, 1902, 0.12598815766974242)
(51, 3988, 0.07637626158259735)
(51, 1015, 0.06546536707079773)
(51, 8149, 0.09258200997725516)
(51, 2027, 0.049487165930539354)
(52, 2571, 0.10000000000000002)
(52, 4113, 0.14)
(52, 54, 0.26)
(52, 2616, 0.158113883008419)
(52, 3132, 0.158113883008419)
(52, 1098, 0.07807200583588267)
(52, 81, 0.0943879807448539)
(52, 16474, 0.28460498941515416)
(52, 3164, 0.25560386016907755)
(52, 2149, 0.22360679774997896)
(52, 6762, 0.20124611797498107)
(52, 1983, 0.12909944487358055)
(52, 9355, 0.28460498941515416)
(52, 73, 0.12909944487358055)
(52, 10524, 0.12909944487358055)
(52, 3763, 0.10954451150103323)
(52, 3259, 0.15491933384829668)
(52, 1772, 0.11180339887498948)
(52, 238, 0.12135597524338358)
(52, 9974, 0.28460498941515416)
(52, 8068, 0.11180339887498948)
(52, 10522, 0.158113883008419)
(52, 1824, 0.1341640786499874)
(52, 6949, 0.12909944487358055)
(52, 1835, 0.232379000772445)
(52, 18229, 0.10954451150103323)
(52, 1801, 0.22360679774997896)
(52, 13145, 0.28460498941515416)
(52, 378, 0.07171371656006362)
(52, 748, 0.08451542547285167)
(52, 6045, 0.1341640786499874)
(53, 3614, 0.31819805153394637)
(53, 3616, 0.11180339887498948)
(53, 1062, 0.09486832980505139)
(53, 1072, 0.17677669529663687)
(53, 59, 0.09819805060619659)
(53, 72, 0.0686243566496721)
(53, 1098, 0.054554472558998104)
(53, 3110, 0.12247448713915893)
(53, 16463, 0.31819805153394637)
(53, 8790, 0.17677669529663687)
(53, 599, 0.057353933467640436)
(53, 610, 0.125)
(53, 618, 0.0790569415042095)
(53, 12918, 0.2456769074559977)
(53, 173, 0.1058475493514314)
(53, 182, 0.057353933467640436)
(53, 190, 0.12374368670764582)
(53, 709, 0.0944911182523068)
(53, 203, 0.10606601717798213)
(53, 8230, 0.17677669529663687)
(53, 8830, 0.17677669529663687)
(53, 1795, 0.11180339887498948)
(53, 216, 0.125)
(53, 5412, 0.25)
(53, 3371, 0.21213203435596426)
(53, 858, 0.0944911182523068)
(53, 4444, 0.11180339887498948)
(53, 1376, 0.15909902576697318)
(53, 3475, 0.10206207261596578)
(53, 8068, 0.225)
(53, 65, 0.06396021490668313)
(53, 1424, 0.10206207261596578)
(53, 154, 0.08215838362577492)
(53, 427, 0.25)
(53, 429, 0.10606601717798213)
(53, 433, 0.11180339887498948)
(53, 962, 0.1341640786499874)
(53, 13268, 0.14433756729740646)
(53, 16345, 0.25)
(53, 8676, 0.31819805153394637)
(53, 3068, 0.14433756729740646)
(53, 1534, 0.08838834764831843)
(54, 4113, 0.12000000000000002)
(54, 533, 0.09486832980505139)
(54, 52, 0.26)
(54, 2616, 0.158113883008419)
(54, 182, 0.05129891760425771)
(54, 14922, 0.22360679774997896)
(54, 81, 0.08090398349558905)
(54, 3164, 0.474692883171144)
(54, 107, 0.11180339887498948)
(54, 229, 0.04303314829119352)
(54, 2425, 0.22360679774997896)
(54, 154, 0.040824829046386304)
(54, 159, 0.08215838362577492)
(54, 10524, 0.232379000772445)
(54, 701, 0.058554004376912)
(54, 15058, 0.40249223594996214)
(54, 5343, 0.40249223594996214)
(54, 748, 0.08451542547285167)
(54, 238, 0.06741998624632421)
(54, 3858, 0.40249223594996214)
(54, 10522, 0.28460498941515416)
(54, 3868, 0.40249223594996214)
(54, 1824, 0.1341640786499874)
(54, 3884, 0.232379000772445)
(54, 18229, 0.18257418583505536)
(54, 2783, 0.0790569415042095)
(54, 3900, 0.158113883008419)
(54, 227, 0.06135719910778963)
(54, 344, 0.11952286093343936)
(54, 13145, 0.28460498941515416)
(54, 7015, 0.40249223594996214)
(54, 5502, 0.40249223594996214)
(54, 6045, 0.1341640786499874)
(54, 1463, 0.10000000000000002)
(54, 1470, 0.10000000000000002)
(54, 3186, 0.158113883008419)
(54, 1002, 0.12909944487358055)
(55, 530, 0.11202240672224079)
(55, 2092, 0.08574929257125441)
(55, 1076, 0.17149858514250882)
(55, 3129, 0.09801960588196068)
(55, 59, 0.0688032961232452)
(55, 6722, 0.08401680504168059)
(55, 67, 0.16042223697993702)
(55, 70, 0.06135719910778963)
(55, 72, 0.12945217625467909)
(55, 1098, 0.05292561240249631)
(55, 89, 0.12862393885688161)
(55, 5767, 0.07592566023652966)
(55, 680, 0.06002450479987809)
(55, 681, 0.06859943405700353)
(55, 2220, 0.045834924851410566)
(55, 3763, 0.09901475429766743)
(55, 288, 0.0630528288755463)
(55, 1243, 0.0641688947919748)
(55, 1246, 0.04451319072597258)
(55, 6376, 0.09761870601839528)
(55, 295, 0.08677218312746247)
(55, 298, 0.11202240672224079)
(55, 786, 0.140028008402801)
(55, 787, 0.19402850002906638)
(55, 789, 0.17149858514250882)
(55, 285, 0.06859943405700353)
(55, 800, 0.30806161848616215)
(55, 291, 0.0583383351196948)
(55, 292, 0.1804250301076924)
(55, 293, 0.08775269089525568)
(55, 2343, 0.042874646285627205)
(55, 1832, 0.08401680504168059)
(55, 1834, 0.0700140042014005)
(55, 305, 0.16803361008336118)
(55, 306, 0.07717436331412897)
(55, 325, 0.08767140075192094)
(55, 333, 0.08997354108424374)
(55, 340, 0.11917080461366747)
(55, 4153, 0.06063390625908324)
(55, 1580, 0.1260252075625209)
(55, 5475, 0.08677218312746247)
(55, 889, 0.11881770515720094)
(55, 891, 0.09801960588196068)
(55, 11139, 0.0700140042014005)
(55, 906, 0.05423261445466405)
(55, 265, 0.11202240672224079)
(55, 3497, 0.1260252075625209)
(55, 972, 0.24009801919951235)
(55, 462, 0.140028008402801)
(55, 467, 0.08574929257125441)
(55, 2521, 0.06507913734559685)
(55, 2523, 0.06507913734559685)
(55, 1505, 0.12935233335271093)
(55, 1001, 0.08401680504168059)
(55, 289, 0.2145319676449461)
(55, 2544, 0.14852213144650117)
(56, 533, 0.0445435403187374)
(56, 51, 0.04123930494211613)
(56, 64, 0.12857142857142856)
(56, 70, 0.10757057484009543)
(56, 157, 0.04728662437434604)
(56, 227, 0.11019463300386795)
(56, 683, 0.10757057484009543)
(56, 187, 0.07559289460184544)
(56, 703, 0.2571428571428571)
(56, 215, 0.152127765851133)
(56, 735, 0.09434563530497266)
(56, 3707, 0.17008401285415226)
(56, 1239, 0.10256451881367416)
(56, 1398, 0.152127765851133)
(56, 887, 0.24053511772118197)
(56, 418, 0.1474086948191004)
(56, 441, 0.050507627227610534)
(56, 1983, 0.19639610121239318)
(56, 1990, 0.24053511772118197)
(56, 1486, 0.2571428571428571)
(56, 4435, 0.19639610121239318)
(57, 1007, 0.2886751345948129)
(59, 4117, 0.07559289460184544)
(59, 4118, 0.05091750772173156)
(59, 32, 0.10910894511799621)
(59, 6177, 0.07807200583588267)
(59, 51, 0.11904761904761905)
(59, 53, 0.09819805060619659)
(59, 55, 0.0688032961232452)
(59, 70, 0.08970852271450605)
(59, 72, 0.16971737303812906)
(59, 3110, 0.05345224838248487)
(59, 83, 0.17457431218879393)
(59, 84, 0.06299407883487121)
(59, 85, 0.07807200583588267)
(59, 89, 0.03471825374147068)
(59, 95, 0.06299407883487121)
(59, 96, 0.07807200583588267)
(59, 98, 0.15614401167176534)
(59, 126, 0.13662601021279466)
(59, 159, 0.07126966450997985)
(59, 173, 0.03779644730092273)
(59, 180, 0.10690449676496974)
(59, 182, 0.025031308716087948)
(59, 187, 0.08728715609439695)
(59, 190, 0.054006172486732174)
(59, 192, 0.06598288790738581)
(59, 193, 0.21380899352993954)
(59, 195, 0.0890870806374748)
(59, 18634, 0.10910894511799621)
(59, 207, 0.060522753266880246)
(59, 216, 0.07637626158259735)
(59, 217, 0.08486684247915055)
(59, 18650, 0.13093073414159545)
(59, 3109, 0.11338934190276817)
(59, 225, 0.04879500364742667)
(59, 228, 0.07590721152765896)
(59, 229, 0.06299407883487121)
(59, 235, 0.19639610121239318)
(59, 253, 0.09258200997725516)
(59, 289, 0.03563483225498992)
(59, 18737, 0.17457431218879393)
(59, 6453, 0.04879500364742667)
(59, 4153, 0.21821789023599242)
(59, 4444, 0.087831006565368)
(59, 2407, 0.07715167498104596)
(59, 10625, 0.07715167498104596)
(59, 8582, 0.09258200997725516)
(59, 4495, 0.10910894511799621)
(59, 10657, 0.2623156949355563)
(59, 425, 0.06546536707079771)
(59, 433, 0.15614401167176534)
(59, 440, 0.054006172486732174)
(59, 441, 0.1516350793151491)
(59, 6586, 0.07715167498104596)
(59, 450, 0.2073069957241928)
(59, 10698, 0.13887301496588272)
(59, 468, 0.054554472558998104)
(59, 2531, 0.1447493728911492)
(59, 2538, 0.12598815766974242)
(59, 2552, 0.18516401995451032)
(59, 511, 0.12001983962979583)
(59, 2571, 0.07807200583588267)
(59, 529, 0.07637626158259735)
(59, 532, 0.054554472558998104)
(59, 2137, 0.06546536707079773)
(59, 546, 0.056694670951384085)
(59, 6714, 0.13093073414159545)
(59, 8790, 0.09258200997725516)
(59, 603, 0.058554004376912)
(59, 616, 0.09258200997725516)
(59, 618, 0.03450327796711771)
(59, 627, 0.1527525231651947)
(59, 12918, 0.10722219284950193)
(59, 451, 0.13093073414159545)
(59, 6824, 0.07715167498104596)
(59, 703, 0.05773502691896258)
(59, 707, 0.0380952380952381)
(59, 709, 0.10722219284950193)
(59, 757, 0.09072647087265548)
(59, 4863, 0.1543033499620919)
(59, 777, 0.09258200997725516)
(59, 851, 0.06299407883487121)
(59, 857, 0.07262730392025629)
(59, 13158, 0.17457431218879393)
(59, 875, 0.07715167498104596)
(59, 877, 0.12344267996967354)
(59, 880, 0.06299407883487121)
(59, 894, 0.10801234497346435)
(59, 1517, 0.07559289460184544)
(59, 11155, 0.12598815766974242)
(59, 951, 0.06598288790738581)
(59, 962, 0.058554004376912)
(59, 11215, 0.13093073414159545)
(59, 13268, 0.10079052613579392)
(59, 985, 0.10079052613579392)
(59, 991, 0.08728715609439697)
(59, 997, 0.117108008753824)
(59, 1000, 0.10910894511799621)
(59, 1001, 0.1511857892036909)
(59, 3057, 0.036313651960128146)
(59, 1013, 0.12344267996967354)
(59, 1014, 0.15614401167176534)
(59, 1017, 0.10910894511799621)
(59, 6376, 0.04879500364742667)
(59, 5123, 0.07807200583588267)
(59, 1031, 0.13887301496588272)
(59, 1034, 0.06546536707079773)
(59, 7193, 0.09258200997725516)
(59, 7194, 0.13887301496588272)
(59, 1062, 0.08280786712108251)
(59, 1073, 0.07126966450997983)
(59, 1079, 0.13115784746777812)
(59, 5178, 0.10910894511799621)
(59, 1098, 0.05238095238095238)
(59, 1099, 0.1336306209562122)
(59, 9338, 0.25197631533948484)
(59, 1898, 0.12598815766974242)
(59, 1156, 0.10910894511799621)
(59, 7347, 0.12344267996967354)
(59, 1249, 0.11664236870396086)
(59, 3299, 0.18516401995451032)
(59, 1305, 0.10910894511799621)
(59, 3366, 0.17457431218879393)
(59, 5423, 0.10910894511799621)
(59, 18655, 0.21821789023599242)
(59, 5452, 0.15614401167176534)
(59, 13646, 0.13887301496588272)
(59, 3413, 0.14638501094227999)
(59, 6374, 0.09897433186107871)
(59, 13671, 0.12344267996967354)
(59, 5480, 0.04879500364742667)
(59, 3441, 0.2761699499761719)
(59, 1394, 0.0445435403187374)
(59, 1396, 0.09258200997725516)
(59, 1397, 0.07715167498104596)
(59, 5503, 0.07715167498104596)
(59, 1424, 0.08017837257372731)
(59, 3475, 0.0445435403187374)
(59, 15771, 0.19639610121239318)
(59, 15601, 0.07715167498104596)
(59, 5549, 0.12598815766974242)
(59, 1464, 0.08728715609439695)
(59, 13754, 0.07559289460184544)
(59, 17873, 0.10910894511799621)
(59, 1504, 0.10801234497346433)
(59, 7649, 0.07559289460184544)
(59, 1520, 0.04364357804719848)
(59, 1534, 0.10029717747535974)
(59, 9727, 0.17457431218879393)
(59, 3614, 0.13887301496588272)
(59, 9766, 0.07559289460184544)
(59, 3673, 0.07559289460184544)
(59, 11897, 0.09258200997725516)
(59, 3768, 0.07807200583588267)
(59, 11963, 0.17457431218879393)
(59, 12002, 0.10910894511799621)
(59, 18154, 0.13093073414159545)
(59, 18158, 0.17457431218879393)
(59, 1827, 0.1543033499620919)
(59, 3884, 0.06299407883487121)
(59, 994, 0.117108008753824)
(59, 3920, 0.07715167498104596)
(59, 1883, 0.19518001458970666)
(59, 1886, 0.15118578920369088)
(59, 1895, 0.117108008753824)
(59, 1896, 0.16378460497066513)
(59, 1899, 0.11338934190276817)
(59, 1902, 0.08819171036881968)
(59, 10105, 0.10910894511799621)
(59, 8068, 0.10910894511799621)
(59, 3978, 0.06299407883487121)
(59, 1944, 0.10910894511799621)
(59, 1958, 0.06598288790738581)
(59, 1009, 0.09258200997725516)
(59, 18391, 0.10910894511799621)
(59, 16345, 0.10910894511799621)
(59, 4085, 0.13887301496588272)
(59, 4092, 0.10910894511799621)
(62, 98, 0.22360679774997896)
(62, 3988, 0.25)
(62, 51, 0.13093073414159545)
(62, 100, 0.20412414523193156)
(62, 1902, 0.2886751345948129)
(62, 9980, 0.45)
(63, 9356, 0.25)
(63, 6177, 0.11180339887498948)
(63, 433, 0.1341640786499874)
