1454,3011,394,1235862000000
1171,3126,511,1304702087073
224,2029,265,1122847200000
459,2963,615,1280613600000
1851,291,508,1293836400000
507,11329,79,1228086000000
1455,761,102,1285884000000
297,1159,73,1143842400000
927,3089,73,1196463600000
921,1103,79,1267398000000
1623,9666,191,1199142000000
1670,15974,5977,1264978800000
578,1456,24,1298934000000
297,206,73,1138748400000
737,5014,195,1228086000000
1150,465,2234,1233442800000
104,1248,73,1267398000000
364,630,735,1291158000000
392,97,824,1283292000000
1584,4382,1534,1285884000000
1672,16463,757,1257030000000
256,2548,2398,1304599594721
387,6377,824,1228086000000
2047,744,47,1185919200000
1712,1131,2,1196463600000
270,5307,309,1270072800000
1249,2424,81,1275343200000
926,1062,396,1204326000000
801,10128,184,1288566000000
1190,84,18,1243807200000
1283,6006,8303,1264978800000
2069,215,12542,1235862000000
853,2741,73,1209592800000
1661,1034,4013,1270072800000
1929,2071,184,1209592800000
1433,14529,4847,1220220000000
1895,17471,11581,1298934000000
62,959,192,1257030000000
439,2252,1911,1235862000000
1934,17722,1219,1298934000000
58,1684,234,1285884000000
927,805,194,1199142000000
1669,377,177,1220220000000
171,170,84,1293836400000
1340,4188,8724,1243807200000
685,11906,4,1280613600000
225,1099,18,1230764400000
1064,730,364,1293836400000
1625,13594,24,1275343200000
1671,7047,10427,1277935200000
1711,1383,10585,1172703600000
1152,14194,14,1204326000000
1604,1892,130,1262300400000
1832,238,26,1262300400000
837,154,81,1212271200000
2071,1452,167,1298934000000
1757,1049,73,1283292000000
1557,15798,34,1201820400000
578,1674,1249,1304694606961
1975,1943,12051,1222812000000
83,2300,1062,1199142000000
439,2222,3537,1225494000000
699,193,4955,1280613600000
488,2834,735,1262300400000
264,7927,16,1193871600000
747,17221,87,1246399200000
1974,12799,206,1233442800000
149,3796,18,1233442800000
1708,355,73,1130799600000
646,1043,989,1283292000000
1925,10034,1079,1272664800000
1711,620,6450,1212271200000
1130,12547,7428,1228086000000
440,624,835,1199142000000
1734,257,508,1254348000000
1380,198,1,1270072800000
1547,355,9825,1209592800000
1759,2385,216,1230764400000
152,412,206,1272664800000
1486,429,16,1257030000000
1380,166,130,1298934000000
73,2556,960,1212271200000
996,18362,2806,1304609761813
645,163,73,1238536800000
1100,6730,2762,1270072800000
224,3286,84,1151704800000
264,5516,327,1196463600000
1958,163,121,1191189600000
604,789,39,1154383200000
616,8259,386,1241128800000
904,13637,72,1277935200000
370,1097,79,1238536800000
1522,1814,735,1277935200000
96,1079,1184,1207000800000
697,53,2362,1162335600000
1929,49,86,1199142000000
737,1044,177,1243807200000
2081,1412,527,1249077600000
1060,210,39,1191189600000
1777,7078,61,1277935200000
1364,11602,181,1283292000000
1938,217,73,1164927600000
1672,744,88,1257030000000
35,4285,542,1285884000000
1283,1592,8300,1228086000000
1971,16637,91,1185919200000
1792,14950,387,1304935799661
1088,498,130,1241128800000
59,190,78,1251756000000
604,217,1,1154383200000
1618,82,10098,1212271200000
737,2574,178,1246399200000
1977,1708,545,1264978800000
1885,14363,14,1270072800000
62,1787,426,1259622000000
545,459,39,1196463600000
196,1874,79,1209592800000
756,3768,25,1193871600000
697,5358,88,1164927600000
1433,8349,4847,1209592800000
581,972,408,1207000800000
1161,65,2658,1220220000000
1672,1104,73,1254348000000
1723,2041,565,1288566000000
1974,8803,231,1238536800000
1672,206,191,1254348000000
1330,16744,8642,1162335600000
616,2370,5,1277935200000
47,386,202,1280613600000
2044,18371,8801,1264978800000
703,289,4979,1298934000000
1547,6047,9819,1212271200000
837,132,5780,1230764400000
1672,18158,18,1277935200000
715,746,5,1283292000000
1342,4232,33,1222812000000
370,498,73,1238536800000
1846,4257,352,1280613600000
926,2690,15,1207000800000
1832,418,88,1270072800000
1234,959,306,1254348000000
1026,447,6763,1220220000000
1989,18051,836,1272664800000
1836,6027,309,1272664800000
61,71,195,1249077600000
1954,292,2226,1288566000000
1604,1145,2,1270072800000
1760,722,90,1280613600000
1466,230,73,1177970400000
387,474,210,1251756000000
236,292,234,1259622000000
1433,2391,130,1185919200000
720,734,73,1304605859200
2006,18194,12179,1259622000000
1030,5880,178,1196463600000
1115,12400,74,1183240800000
604,913,304,1154383200000
1223,301,130,1230764400000
1309,2280,8462,1196463600000
1394,292,658,1277935200000
1380,735,1076,1270072800000
1672,5932,33,1277935200000
1981,2018,18,1193871600000
297,5418,81,1151704800000
1026,14919,5,1151704800000
14,10762,245,1217541600000
439,945,370,1254348000000
1623,7055,83,1204326000000
1824,171,73,1196463600000
63,4124,72,1296514800000
1522,1515,79,1275343200000
1637,59,195,1164927600000
1925,757,1208,1270072800000
1838,71,508,1175378400000
1889,712,25,1235862000000
342,5889,2949,1251756000000
541,166,79,1193871600000
1604,1320,600,1285884000000
1463,11205,9425,1280613600000
916,11011,1754,1243807200000
2090,18632,612,1243807200000
387,252,216,1246399200000
616,3628,1,1243807200000
922,1385,1911,1209592800000
1380,3461,79,1298934000000
659,360,193,1191189600000
396,3863,39,1257030000000
747,3999,378,1257030000000
1149,599,192,1122847200000
1869,789,1735,1257030000000
546,7924,91,1214863200000
557,1706,189,1254348000000
1700,8218,2525,1283292000000
860,14093,741,1235862000000
985,302,24,1230764400000
2016,4401,12219,1235862000000
196,857,181,1204326000000
21,55,359,1157061600000
1398,399,541,1238536800000
1650,7120,73,1175378400000
229,3767,181,1246399200000
697,9355,826,1188597600000
1832,2535,234,1272664800000
1623,16745,21,1164927600000
1079,536,7070,1170284400000
906,524,6132,1214863200000
1974,4183,347,1207000800000
1249,13463,134,1251756000000
692,1464,1550,1285884000000
16,647,293,1277935200000
921,11033,195,1267398000000
2069,889,2349,1222812000000
289,228,79,1293836400000
31,1001,502,1304596471231
1275,1772,83,1285884000000
227,306,39,1288566000000
1454,1242,695,1246399200000
1929,14052,79,1180648800000
1029,15606,850,1212271200000
759,154,797,1275343200000
282,1413,73,1143842400000
159,4566,167,1225494000000
150,1445,1629,1264978800000
1249,3581,25,1251756000000
1978,2343,2209,1291158000000
1283,2801,1671,1199142000000
1215,316,79,1172703600000
1380,10681,216,1270072800000
1832,1400,234,1267398000000
357,3053,79,1251756000000
1883,1004,195,1162335600000
2068,676,6103,1249077600000
104,526,39,1254348000000
1283,97,8301,1228086000000
1672,690,134,1254348000000
812,754,194,1241128800000
608,2343,80,1251756000000
14,2490,279,1212271200000
2030,6949,13,1230764400000
1104,7248,25,1280613600000
1433,8715,1026,1212271200000
1929,6551,611,1170284400000
1086,7318,134,1136070000000
59,1274,191,1235862000000
1086,1076,25,1136070000000
470,89,206,1283292000000
1343,854,3883,1293836400000
2021,6690,12287,1257030000000
47,8364,202,1280613600000
887,10832,82,1228086000000
63,1672,376,1296514800000
2096,1090,389,1283292000000
357,14773,1469,1254348000000
1699,661,39,1280613600000
2088,3104,134,1259622000000
49,972,719,1264978800000
782,10000,5436,1267398000000
541,10042,73,1228086000000
761,302,39,1220220000000
1103,800,130,1233442800000
699,511,352,1172703600000
919,5926,130,1293836400000
1861,6048,11439,1204326000000
433,41,233,1257030000000
955,4932,167,1280613600000
1629,1109,526,1241128800000
1100,3290,7190,1293836400000
1603,15529,4413,1262300400000
546,2013,72,1259622000000
926,7343,184,1207000800000
898,67,6049,1183240800000
1623,186,73,1193871600000
488,13368,27,1262300400000
423,80,210,1149112800000
927,10955,73,1199142000000
1462,16566,9423,1283292000000
541,5297,73,1251756000000
927,233,73,1196463600000
1730,1239,81,1212271200000
240,302,24,1293836400000
236,14367,306,1267398000000
922,3258,21,1217541600000
1974,406,541,1214863200000
40,1322,74,1217541600000
1547,13431,9826,1214863200000
1352,14057,3657,1183240800000
1249,1620,210,1249077600000
1672,11592,14,1277935200000
1662,9912,1911,1249077600000
297,12481,210,1272664800000
761,302,200,1220220000000
1249,4807,2139,1254348000000
1243,11737,130,1277935200000
1335,13947,3097,1254348000000
1889,4124,386,1235862000000
